y_pred,y_conf,modello
0,0.9487030423970314,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
1,0.46741180501481117,0
0,1.0,0
0,0.9999999999575706,0
0,0.9999960633849861,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9978916334145003,0
0,0.9978916334145003,0
0,0.9999996765832437,0
0,1.0,0
0,0.9999999999998224,0
0,1.0,0
0,0.9009651527487033,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999610830321175,0
0,0.9487030423970314,0
0,0.9999996765832437,0
0,0.9999999999575706,0
0,1.0,0
0,0.9999996765832437,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9999999989101169,0
0,0.999164174556396,0
0,1.0,0
1,0.6601952480057651,0
0,0.9009651527487033,0
1,0.46741180501481117,0
0,0.999164174556396,0
0,0.9999999999987951,0
0,1.0,0
0,0.9999960633849861,0
0,1.0,0
0,0.9978916334145003,0
0,1.0,0
0,1.0,0
0,0.9999999999925409,0
0,0.9999996765832437,0
0,1.0,0
0,0.9999996765832437,0
0,0.9999999989101169,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,0.9999996765832437,0
0,1.0,0
0,1.0,0
0,0.9999996765832437,0
0,0.974965956102277,0
0,0.9487030423970314,0
0,1.0,0
0,0.9999988409298302,0
1,0.9574041319236725,0
0,0.9999999999998224,0
0,0.9999999999575706,0
0,0.9978916334145003,0
0,1.0,0
0,0.974965956102277,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999999999999997,0
0,0.9999999999999971,0
0,0.9999999999999971,0
0,0.9999999999999971,0
0,0.999164174556396,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999787630507,0
0,1.0,0
0,1.0,0
0,0.9999999989101169,0
0,1.0,0
0,0.9999999997769109,0
0,1.0,0
0,0.9999988409298302,0
0,0.999164174556396,0
0,1.0,0
0,0.9999999989101169,0
0,1.0,0
0,0.9999999999575706,0
0,0.9999999989101169,0
0,1.0,0
0,0.9999999989101169,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9999999989101169,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999999997,0
0,1.0,0
0,1.0,0
0,0.9009651527487033,0
0,0.9999999146643489,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999999997769109,0
0,1.0,0
0,0.9487030423970314,0
0,0.9996843623089559,0
0,1.0,0
0,0.9999999999575706,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999787630507,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,0.9999999787630507,0
0,0.9009651527487033,0
0,0.9978916334145003,0
0,1.0,0
0,0.9999999999999997,0
0,0.9996843623089559,0
0,1.0,0
1,0.46741180501481117,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999999999987951,0
0,0.974965956102277,0
0,0.9487030423970314,0
0,1.0,0
0,0.9009651527487033,0
0,1.0,0
0,0.9999999999999997,0
1,0.6601952480057651,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999999971,0
0,0.9999988409298302,0
0,0.9999999989101169,0
1,0.6601952480057651,0
0,1.0,0
1,0.30146064132779204,0
0,1.0,0
0,0.9999999999999971,0
0,0.9999996765832437,0
0,1.0,0
0,1.0,0
0,0.9009651527487033,0
0,0.974965956102277,0
0,0.9996843623089559,0
0,1.0,0
0,1.0,0
0,0.9999960633849861,0
0,0.9999999999575706,0
1,0.30146064132779204,0
0,0.9999999999575706,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999610830321175,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,0.999164174556396,0
0,0.9487030423970314,0
0,0.9999999787630507,0
0,1.0,0
0,1.0,0
0,0.9999999999999971,0
0,1.0,0
0,0.9999999999999997,0
0,0.9999996765832437,0
0,0.9999999997769109,0
0,1.0,0
0,1.0,0
0,0.9999996765832437,0
0,1.0,0
1,0.6601952480057651,0
0,1.0,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,0.999164174556396,0
0,0.9999999999987951,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9978916334145003,0
0,0.9487030423970314,0
0,1.0,0
0,0.9999999787630507,0
0,0.999164174556396,0
0,0.9487030423970314,0
1,0.46741180501481117,0
0,1.0,0
1,0.30146064132779204,0
0,0.9978916334145003,0
0,0.9978916334145003,0
0,0.9487030423970314,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999999999575706,0
1,0.6601952480057651,0
0,1.0,0
0,1.0,0
0,0.9999999997769109,0
0,0.9009651527487033,0
0,0.9999999787630507,0
0,0.9999996765832437,0
0,1.0,0
0,0.9999999787630507,0
0,0.9999999999999971,0
0,0.9999999787630507,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9999996765832437,0
0,0.9978916334145003,0
0,0.9487030423970314,0
0,0.9487030423970314,0
0,1.0,0
0,0.9999996765832437,0
0,1.0,0
0,0.9996843623089559,0
0,0.9999996765832437,0
0,0.9999999787630507,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999999999999971,0
0,0.9999999997769109,0
0,0.9999610830321175,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9884422883455161,0
0,0.9999988409298302,0
1,0.9972851303223005,0
0,0.9978916334145003,0
0,0.9999999999999971,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.30146064132779204,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999987951,0
1,0.839727719130204,0
1,0.30146064132779204,0
0,0.9009651527487033,0
0,1.0,0
0,0.9487030423970314,0
0,0.999164174556396,0
0,0.9009651527487033,0
0,1.0,0
0,1.0,0
1,0.9972851303223005,0
0,0.974965956102277,0
0,0.9996843623089559,0
0,0.9487030423970314,0
1,0.9972851303223005,0
0,0.9999999999987951,0
0,0.9999999787630507,0
1,0.30146064132779204,0
0,0.999164174556396,0
0,1.0,0
0,0.9999873062500548,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999999999987951,0
0,0.9999999989101169,0
0,0.9978916334145003,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999999999575706,0
0,0.9999999989101169,0
0,0.9999999999999762,0
0,0.9999996765832437,0
0,0.9999999989101169,0
0,1.0,0
1,0.46741180501481117,0
0,0.9999999787630507,0
0,0.9999999999575706,0
0,0.9996843623089559,0
0,0.999164174556396,0
0,1.0,0
0,0.9999988409298302,0
1,0.46741180501481117,0
0,0.9999999999987951,0
0,1.0,0
0,0.9999996765832437,0
0,0.999164174556396,0
0,0.9999999787630507,0
0,1.0,0
0,0.9999999999925409,0
0,1.0,0
0,0.9999999999575706,0
0,1.0,0
1,0.30146064132779204,0
0,0.9978916334145003,0
0,0.9009651527487033,0
0,0.9996843623089559,0
1,0.46741180501481117,0
0,1.0,0
0,0.9999999999998224,0
0,0.9999996765832437,0
0,0.9999999787630507,0
0,0.9009651527487033,0
0,0.9978916334145003,0
0,0.9999996765832437,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,0.999164174556396,0
0,0.999164174556396,0
1,0.6601952480057651,0
0,1.0,0
0,0.9999999999575706,0
0,1.0,0
1,0.46741180501481117,0
0,0.9999988409298302,0
0,0.999164174556396,0
0,0.9487030423970314,0
0,0.9999999999999971,0
0,0.9487030423970314,0
0,0.9884422883455161,0
1,0.46741180501481117,0
0,0.9999999989101169,0
0,0.9999999999575706,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,0.9999996765832437,0
0,0.9999999999987951,0
1,0.30146064132779204,0
0,0.9999988409298302,0
0,0.9487030423970314,0
0,1.0,0
0,0.9999999787630507,0
0,1.0,0
1,0.6601952480057651,0
0,0.9009651527487033,0
0,0.9999999997769109,0
0,0.9999999997769109,0
0,1.0,0
1,0.6601952480057651,0
0,0.9978916334145003,0
0,0.9999988409298302,0
0,0.9999960633849861,0
0,1.0,0
0,1.0,0
0,0.9999999999999971,0
0,1.0,0
0,0.9999996765832437,0
1,0.30146064132779204,0
0,1.0,0
0,1.0,0
0,0.9487030423970314,0
0,0.9999988409298302,0
0,0.9009651527487033,0
1,0.30146064132779204,0
0,1.0,0
0,0.9999999787630507,0
0,1.0,0
0,1.0,0
0,0.9999999999575706,0
0,1.0,0
0,1.0,0
0,0.9999999999575706,0
0,0.999164174556396,0
0,0.9999999787630507,0
0,0.9999999999999762,0
0,0.9999999999575706,0
0,0.9999999999575706,0
0,0.9996843623089559,0
0,1.0,0
0,0.9487030423970314,0
0,0.9999988409298302,0
0,1.0,0
0,0.999164174556396,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,0.9884422883455161,0
0,1.0,0
0,1.0,0
0,0.9999999999925409,0
0,1.0,0
0,0.9999999999999971,0
0,1.0,0
0,0.9999999997769109,0
0,1.0,0
0,0.9999999989101169,0
0,0.9999996765832437,0
0,0.9999996765832437,0
0,1.0,0
0,0.999164174556396,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,0.9999999997769109,0
0,0.999164174556396,0
0,0.9999610830321175,0
0,0.9487030423970314,0
0,0.9999988409298302,0
0,0.999164174556396,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,0.9978916334145003,0
1,0.6601952480057651,0
0,0.999164174556396,0
0,0.9978916334145003,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.30146064132779204,0
0,0.999164174556396,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,0.9999996765832437,0
0,0.999164174556396,0
0,0.9999999999999762,0
1,0.30146064132779204,0
0,0.9009651527487033,0
0,0.9999999997769109,0
0,0.9999999997769109,0
0,1.0,0
0,0.9999999999999762,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9999999999998224,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.30146064132779204,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999610830321175,0
0,0.9999999999925409,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999999989101169,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,0.9999999999998224,0
0,0.9999999950301521,0
0,1.0,0
0,0.999164174556396,0
1,0.6601952480057651,0
0,0.9999999999999997,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,0.9999999999987951,0
0,0.9487030423970314,0
0,0.9999996765832437,0
0,0.9999996765832437,0
0,0.9884422883455161,0
0,0.9999999999998224,0
0,1.0,0
1,0.46741180501481117,0
1,0.6601952480057651,0
0,0.9487030423970314,0
0,0.9999999999998224,0
1,0.30146064132779204,0
0,1.0,0
0,0.9999999989101169,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.698539358672208,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999987951,0
1,0.30146064132779204,0
0,0.9999996765832437,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999996765832437,0
0,1.0,0
0,0.9999996765832437,0
0,0.9999988409298302,0
0,0.9999999999998224,0
0,1.0,0
0,1.0,0
0,0.9999999999999997,0
0,0.9999999999925409,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999999999998224,0
0,1.0,0
0,0.9999960633849861,0
0,0.9009651527487033,0
0,0.9999999787630507,0
0,1.0,0
1,0.9574041319236725,0
0,0.9978916334145003,0
0,0.9999999999987951,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,0.9487030423970314,0
0,0.9999999146643489,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,0.9999999999987951,0
0,0.9999996765832437,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999999999575706,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,0.9999999999999971,0
0,0.9999988409298302,0
0,0.9009651527487033,0
0,0.9999988409298302,0
0,1.0,0
1,0.6601952480057651,0
0,0.9999999787630507,0
0,0.9978916334145003,0
0,1.0,0
0,0.9884422883455161,0
0,0.9978916334145003,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.839727719130204,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9996843623089559,0
0,1.0,0
0,0.9999999997769109,0
0,0.9999960633849861,0
0,1.0,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,0.9999999787630507,0
0,0.9999999999998224,0
0,0.9999999997769109,0
0,0.9487030423970314,0
0,0.9999988409298302,0
0,1.0,0
0,0.999164174556396,0
0,1.0,0
0,0.9978916334145003,0
0,0.974965956102277,0
0,0.9999960633849861,0
0,0.9999999999987951,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999996765832437,0
0,0.999164174556396,0
0,1.0,0
0,0.9009651527487033,0
0,0.9999996765832437,0
0,0.9999999999575706,0
0,1.0,0
0,0.9999999999575706,0
1,0.839727719130204,0
0,0.9999999999575706,0
0,0.9009651527487033,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9009651527487033,0
0,1.0,0
1,0.46741180501481117,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,0.9999999999575706,0
0,1.0,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
1,0.9574041319236725,0
0,0.9996843623089559,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.999164174556396,0
1,0.30146064132779204,0
0,0.9009651527487033,0
0,1.0,0
0,0.999164174556396,0
0,0.9999999997769109,0
0,1.0,0
1,0.6601952480057651,0
0,0.9999999999998224,0
0,0.9996843623089559,0
0,1.0,0
0,0.9999999999987951,0
0,0.9999999999999997,0
0,0.9996843623089559,0
0,0.9999996765832437,0
0,0.999164174556396,0
0,0.9009651527487033,0
0,1.0,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,0.9996843623089559,0
0,0.9999873062500548,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999988409298302,0
1,0.6601952480057651,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,0.9884422883455161,0
0,0.999164174556396,0
0,0.9999996765832437,0
0,0.9996843623089559,0
0,0.9999999999987951,0
0,1.0,0
0,0.9009651527487033,0
0,0.9999988409298302,0
1,0.30146064132779204,0
1,0.46741180501481117,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999999999999997,0
0,1.0,0
0,1.0,0
0,0.9487030423970314,0
1,0.6601952480057651,0
1,0.6601952480057651,0
0,0.999164174556396,0
0,1.0,0
0,0.698539358672208,0
0,0.9009651527487033,0
0,0.999164174556396,0
1,0.6601952480057651,0
0,0.9999999999575706,0
0,1.0,0
0,0.9999999950301521,0
0,0.9999999999987951,0
0,0.9009651527487033,0
0,0.9999999997769109,0
0,0.9999999787630507,0
0,1.0,0
0,0.9009651527487033,0
0,0.9999999999987951,0
0,1.0,0
0,1.0,0
0,0.9999999989101169,0
0,1.0,0
0,0.9999996765832437,0
0,0.9999999999999971,0
0,0.9999999999575706,0
0,0.9999988409298302,0
0,0.9999988409298302,0
0,0.9999999999575706,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999873062500548,0
0,0.9999996765832437,0
0,0.9487030423970314,0
0,0.9999999999987951,0
0,0.9487030423970314,0
0,0.9999999999987951,0
0,0.9999988409298302,0
0,0.9996843623089559,0
1,0.46741180501481117,0
0,0.9978916334145003,0
0,1.0,0
0,1.0,0
0,0.9999999997769109,0
0,1.0,0
0,0.9999999997769109,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
1,0.30146064132779204,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999996765832437,0
0,0.9999999999575706,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999575706,0
0,0.9996843623089559,0
0,0.9999999999999971,0
0,0.9999996765832437,0
0,0.9999999787630507,0
0,0.9999988409298302,0
0,0.9999999999999971,0
0,0.9999999997769109,0
0,0.9999999999987951,0
0,0.9009651527487033,0
0,0.999164174556396,0
1,0.6601952480057651,0
0,0.999164174556396,0
0,0.9999999999987951,0
0,0.9999996765832437,0
0,0.9978916334145003,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
1,0.30146064132779204,0
0,1.0,0
0,0.9999999999999997,0
0,0.9999999787630507,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999996765832437,0
0,0.999164174556396,0
0,1.0,0
1,0.9972851303223005,0
0,0.9999999989101169,0
0,0.9999999999987951,0
0,1.0,0
0,1.0,0
0,0.9009651527487033,0
0,0.9009651527487033,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9009651527487033,0
0,0.999164174556396,0
0,0.9999999146643489,0
0,1.0,0
0,0.9999960633849861,0
1,0.30146064132779204,0
1,0.6601952480057651,0
0,0.9999999787630507,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.46741180501481117,0
0,0.9999988409298302,0
0,0.9999999999999762,0
0,1.0,0
1,0.30146064132779204,0
1,0.30146064132779204,0
0,1.0,0
0,1.0,0
1,0.30146064132779204,0
1,0.30146064132779204,0
0,0.9487030423970314,0
0,0.9999610830321175,0
0,1.0,0
0,0.9999999999987951,0
0,0.9999996765832437,0
0,0.9999999999575706,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999989101169,0
0,0.9978916334145003,0
0,1.0,0
0,1.0,0
1,0.30146064132779204,0
1,0.6601952480057651,0
0,0.9009651527487033,0
1,0.46741180501481117,0
1,0.6601952480057651,0
0,0.9999999999999971,0
0,1.0,0
0,1.0,0
1,0.46741180501481117,0
0,0.999164174556396,0
0,0.974965956102277,0
0,0.999164174556396,0
0,1.0,0
0,0.9999996765832437,0
0,1.0,0
0,1.0,0
0,0.9999999989101169,0
0,1.0,0
1,0.6601952480057651,0
0,0.9978916334145003,0
0,0.9999999997769109,0
0,0.9999996765832437,0
0,1.0,0
0,0.9996843623089559,0
0,1.0,0
0,1.0,0
0,0.9999999997769109,0
1,0.6601952480057651,0
0,1.0,0
0,0.9999996765832437,0
0,1.0,0
0,1.0,0
1,0.6601952480057651,0
1,0.46741180501481117,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,1.0,0
0,0.9999999787630507,0
0,0.999164174556396,0
0,1.0,0
0,0.9999999999987951,0
0,0.9999999999575706,0
0,0.9999996765832437,0
0,1.0,0
0,1.0,0
0,0.9999999997769109,0
0,1.0,0
0,0.9999996765832437,0
0,0.999164174556396,0
0,0.9999999999998224,0
0,0.9009651527487033,0
1,0.46741180501481117,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,0.999164174556396,0
0,0.9999988409298302,0
1,0.46741180501481117,0
0,0.9999999999925409,0
0,1.0,0
0,0.9999999787630507,0
0,0.9999999999999971,0
0,0.9999999999987951,0
0,1.0,0
0,0.9999999989101169,0
0,1.0,0
0,0.9999999999925409,0
0,0.9999999999987951,0
0,0.9999999950301521,0
0,0.9978916334145003,0
0,1.0,0
1,0.30146064132779204,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9884422883455161,0
0,0.9999999999999997,0
0,1.0,0
0,0.9999999999999762,0
0,0.999164174556396,0
0,0.9999999999999971,0
0,0.9999999787630507,0
0,0.9999610830321175,0
0,0.9999999999999971,0
0,0.9999999989101169,0
1,0.6601952480057651,0
0,0.9978916334145003,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,0.9999999787630507,0
0,1.0,0
0,0.9999988409298302,0
0,0.999164174556396,0
1,0.46741180501481117,0
0,0.9999988409298302,0
0,0.9487030423970314,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,1.0,0
0,0.9999999999999971,0
1,0.6601952480057651,0
0,0.9999999997769109,0
0,1.0,0
0,0.9999996765832437,0
0,0.9999999787630507,0
0,0.9999610830321175,0
0,0.9999999999998224,0
0,0.9009651527487033,0
0,0.999164174556396,0
0,1.0,0
0,0.9999999999925409,0
0,1.0,0
0,0.999164174556396,0
0,0.999164174556396,0
1,0.30146064132779204,0
0,0.9999960633849861,0
0,1.0,0
0,1.0,0
0,0.9999996765832437,0
1,0.6601952480057651,0
0,1.0,0
0,0.9999999999575706,0
0,0.9999999999999762,0
0,1.0,0
1,0.46741180501481117,0
0,0.9999999999999971,0
0,1.0,0
0,1.0,0
0,0.974965956102277,0
0,0.9999996765832437,0
0,1.0,0
0,0.9999996765832437,0
0,0.9999996765832437,0
0,1.0,0
0,1.0,0
0,0.9487030423970314,0
0,0.9999988409298302,0
0,0.9999999997769109,0
0,0.9999999999987951,0
0,1.0,0
0,0.9999999999575706,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
1,0.46741180501481117,0
0,0.999164174556396,0
0,1.0,0
0,0.9009651527487033,0
0,1.0,0
0,1.0,0
1,0.6601952480057651,0
0,0.9999988409298302,0
0,0.9009651527487033,0
0,1.0,0
0,0.9999999999575706,0
0,0.9999960633849861,0
0,0.9999960633849861,0
0,1.0,0
0,1.0,0
1,0.6601952480057651,0
0,0.9999988409298302,0
0,0.9999999999999997,0
0,0.9999999999575706,0
0,1.0,0
0,0.9999996765832437,0
0,0.9998864366909009,0
0,1.0,0
0,0.9999999787630507,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.974965956102277,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999999999999971,0
0,0.9999996765832437,0
0,1.0,0
0,0.9999999999925409,0
0,0.698539358672208,0
1,0.30146064132779204,0
0,1.0,0
0,0.9999999999987951,0
0,0.9999988409298302,0
0,0.9999999999998224,0
0,0.9999999999999971,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9487030423970314,0
0,0.999164174556396,0
0,0.9487030423970314,0
1,0.30146064132779204,0
0,1.0,0
0,1.0,0
0,0.999164174556396,0
0,1.0,0
0,0.9978916334145003,0
0,1.0,0
0,0.9999960633849861,0
0,0.9999999999999971,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,1.0,0
0,1.0,0
1,0.9972851303223005,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,0.9999999999999971,0
0,1.0,0
0,0.9999996765832437,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
0,1.0,0
0,0.9999999999987951,0
1,0.6601952480057651,0
0,0.9999999999987951,0
0,0.9999999999999971,0
0,0.9999610830321175,0
1,0.6601952480057651,0
0,0.9999988409298302,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9978916334145003,0
1,0.6601952480057651,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9009651527487033,0
0,1.0,0
0,1.0,0
0,0.9999960633849861,0
0,1.0,0
0,0.9996843623089559,0
0,1.0,0
0,1.0,0
0,0.999164174556396,0
0,0.9999999999925409,0
0,0.9999988409298302,0
0,0.9999999989101169,0
0,0.9999999999999971,0
0,1.0,0
0,0.9487030423970314,0
0,0.9999999999998224,0
0,0.9999999999575706,0
0,0.9999999999575706,0
0,1.0,0
0,0.9009651527487033,0
0,1.0,0
0,0.9999960633849861,0
1,0.30146064132779204,0
0,0.9487030423970314,0
0,0.9999999989101169,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999960633849861,0
0,0.9999996765832437,0
0,0.9999873062500548,0
0,0.9999999999999997,0
0,0.999164174556396,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,0.9999999146643489,0
0,0.9999988409298302,0
1,0.30146064132779204,0
0,1.0,0
0,0.9999999999575706,0
0,1.0,0
0,0.974965956102277,0
0,1.0,0
1,0.9574041319236725,0
0,1.0,0
1,0.30146064132779204,0
0,0.9978916334145003,0
0,0.9999999999999997,0
1,0.9972851303223005,0
0,1.0,0
0,0.9999996765832437,0
0,1.0,0
1,0.30146064132779204,0
1,0.30146064132779204,0
0,0.9487030423970314,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,0.9999999989101169,0
1,0.46741180501481117,0
0,0.9999996765832437,0
0,0.9999999999987951,0
0,0.999164174556396,0
0,1.0,0
0,0.9978916334145003,0
0,0.9999999999987951,0
0,0.9999996765832437,0
0,0.9999988409298302,0
0,0.698539358672208,0
1,0.6601952480057651,0
0,0.9009651527487033,0
0,1.0,0
0,0.999164174556396,0
0,0.974965956102277,0
0,0.999164174556396,0
0,1.0,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9884422883455161,0
1,0.6601952480057651,0
0,0.999164174556396,0
0,1.0,0
0,0.974965956102277,0
1,0.46741180501481117,0
0,0.9999999999925409,0
0,0.9978916334145003,0
0,0.9999999787630507,0
0,0.9009651527487033,0
0,0.9487030423970314,0
0,0.9999999999575706,0
1,0.6601952480057651,0
0,0.9999873062500548,0
0,0.999164174556396,0
0,1.0,0
0,0.9999999787630507,0
0,1.0,0
0,0.9999988409298302,0
1,0.30146064132779204,0
0,0.9978916334145003,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999999999575706,0
0,0.9999999999987951,0
0,0.9999988409298302,0
0,1.0,0
0,0.9999999999987951,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
1,0.6601952480057651,0
0,1.0,0
0,0.9999960633849861,0
0,1.0,0
0,0.9978916334145003,0
0,1.0,0
0,0.9999999999999997,0
0,0.9978916334145003,0
0,0.9999999999999997,0
0,1.0,0
1,0.30146064132779204,0
0,0.9978916334145003,0
0,0.9999610830321175,0
1,0.46741180501481117,0
0,1.0,0
0,1.0,0
0,0.9978916334145003,0
0,1.0,0
0,0.9978916334145003,0
0,0.9009651527487033,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.9999996765832437,0
0,0.999164174556396,0
0,0.9999999999925409,0
0,1.0,0
0,0.9999999999987951,0
0,1.0,0
0,0.9999988409298302,0
0,0.9999999787630507,0
0,0.9999999999999762,0
0,1.0,0
0,0.9999999997769109,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,0.999164174556396,0
0,0.9999996765832437,0
0,0.999164174556396,0
0,1.0,0
0,1.0,0
0,1.0,0
0,0.999164174556396,0
0,0.9999999146643489,0
0,0.9999999999999997,0
0,0.9999988409298302,0
1,0.6601952480057651,0
0,0.9999999999987951,0
0,1.0,0
0,1.0,0
0,0.9487030423970314,0
0,0.9487030423970314,0
0,1.0,0
0,0.9999999999999971,0
0,0.9999999997769109,0
0,1.0,0
0,0.9487030423970314,0
0,1.0,0
0,1.0,0
0,1.0,0
